Tagging,rank,news_type,hash_id,old_hash_id,type,version,Author,Content,Source URL,Source Name,Title,Important,Image URL,Shortened URL,Score,Categories,Relevancy_tags,Country_code,Impressive_score,targeted_city,created_at,position_start_time,position_expire_time,gallery_image_urls,full_gallery_urls,bottom_headline,bottom_text,bottom_panel_link,dfp_tags,trackers
national,873,NEWS,skp3hwjy-1,unprecedented-141-opposition-mps-suspended-from-ls-rs-1702985211667,NEWS,0,Sumavarshak,"Forty-nine more Opposition MPs were suspended for protesting the security breach in Parliament and demanding accountability on Tuesday, 19 December, in the Lok Sabha, taking the suspension tally from both houses to 141 — the highest-ever in the history of Indian Parliament. The mass suspension comes when both Houses are to take up key Bills, including revised criminal reform Bills.",https://thesouthfirst.com/news/141-opposition-mps-stand-suspended-from-lok-sabha-rajya-sabha-this-session/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,thesouthfirst.com,"Unprecedented: 141 Opposition MPs suspended from LS, RS",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702985069065_5.jpg?,https://shrts.in/fxbVn,600,national,national,IN,10.33,"Delhi, Bengaluru, Mumbai",1702985211000,1970-01-01T00:00:00Z,2023-12-20T11:26:15.68Z,[],[], When posturing becomes all-pervasive,Tap here to read more,https://thesouthfirst.com/opinion/parliament-suspensions-when-posturing-becomes-all-pervasive/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:national,hash:3",[]
national,874,NEWS,yzjkbd4e-1,mullaperiyar-dam-water-levels-surge-excess-water-to-be-released-1702985195910,NEWS,0,Fazil Muhammed,"The Mullaperiyar dam’s water level rose to 138.10 ft on Monday, 18 December, prompting authorities to decide on releasing excess water through the spillway starting Tuesday, officials said in Idduki, Kerala. The Idukki District Disaster Management Authority, chaired by Collector Sheeba George, held a review in response to rising water levels caused by unexpected rains in the catchment area.",https://thesouthfirst.com/pti/mullaperiyar-dam-water-levels-surge-authorities-to-release-excess-water/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The South First,Mullaperiyar dam water levels surge; excess water to be released,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702985101011_987.jpg?,https://shrts.in/wZd7K,600,national,national,IN,10.33,,1702985195000,1970-01-01T00:00:00Z,2023-12-20T11:25:18.119Z,[],[],The water level of the dam reached 137.50 ft,Tap here to read more,https://thesouthfirst.com/pti/mullaperiyar-dam-water-levels-surge-authorities-to-release-excess-water/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:national,hash:3",[]
national,875,NEWS,exwjlfjp-1,priests-exgirlfriend-held-for-killing-him-over-threats-to-leak-private-pics-in-bihar-1702985140229,NEWS,0,Sakshita Khosla,"The ex-girlfriend of temple priest Manoj Kumar Shah was arrested for his murder after his body was found with his eye gouged out and his genitals cut off in Bihar's Gopalganj. An aunt and brother of his ex-girlfriend, Neha Kumari, were also arrested, an official said. Shah was blackmailing Neha and threatening to release intimate photos and videos, he said.",https://www.freepressjournal.in/amp/india/gopalganj-temple-priest-murder-ex-girlfriend-her-relatives-killed-manoj-shah-over-threats-of-obscene-videos?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Free Press Journal,Priest's ex-girlfriend held for killing him over threats to leak private pics in Bihar,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702984619084_662.jpg?,https://shrts.in/VAfnh,800,national,national,IN,12.33,,1702985140000,1970-01-01T00:00:00Z,2023-12-20T11:22:00.885Z,[],[],'Neha invited Manoj to her house',"He was killed by accused, dumped in pit: Police",https://www.freepressjournal.in/amp/india/gopalganj-temple-priest-murder-ex-girlfriend-her-relatives-killed-manoj-shah-over-threats-of-obscene-videos?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,hash:8,noads:true",[]
national,876,NEWS,1mun898p-1,ncpcr-probe-dalit-students-forced-to-clean-septic-toilet-tank-1702984941587,NEWS,0,Fazil Muhammed,"National Commission for Protection of Child Rights (NCPCR) has directed the Karnataka police to probe the reported incident where six students, including three Dalit students, were allegedly forced to clean a septic tank. It expressed deep concern over the gravity of the reported incident and sought an action taken report within three days from date of receipt of the communication.",https://thesouthfirst.com/karnataka/ncpcr-asks-police-to-probe-incident-dalit-students-manual-scavenging/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The South First,NCPCR:  Probe Dalit students forced to clean septic toilet tank,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702984745740_619.jpg?,https://shrts.in/9b68j,600,"politics, national","politics, national",IN,10.559999999999999,Bengaluru,1702984941000,1970-01-01T00:00:00Z,2023-12-20T11:21:43.21Z,[],[],Principal engaged students in manual scavenging,Tap here to read more,https://thesouthfirst.com/karnataka/principal-art-teacher-of-karnataka-residential-school-held-for-engaging-6-students-in-manual-scavenging/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:6",[]
national,877,NEWS,x8ta8bpa-1,tharoor-gadkari-smile-as-they-pose-for-pics-amid-ls-disruption-1702984556609,NEWS,0,Nidhi Sinha,"Before being suspended from Parliament, Congress MP Shashi Tharoor shared pictures of him with BJP MP and Highways Minister Nitin Gadkari. They were seen smiling while posing. Tharoor wrote in caption, ""Took the opportunity, amid the Lok Sabha disruption, to thank…Gadkari for…cooperation in completing work on the NH66 from Kazhakkuttom to Karode [in Kerala]."" ""I initiated this project,"" he added.",https://twitter.com/ShashiTharoor/status/1736990521229549808?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,X (formerly Twitter),Tharoor & Gadkari smile as they pose for pics 'amid LS disruption',False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702982733706_711.jpg?,https://shrts.in/Gi3Gb,600,"politics, national","national, politics",IN,10.559999999999999,,1702984556000,1970-01-01T00:00:00Z,2023-12-20T11:00:59.635Z,[],[],'Requested his help with few remaining issues',He has promised to help: Tharoor,https://twitter.com/ShashiTharoor/status/1736990521229549808?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:8",[]
national,878,NEWS,blfhcsvy-1,plan-to-restore-mangroves-in-ennore-creek-tn-forest-dept-1702984398253,NEWS,0,Fazil Muhammed,"The TN Forest Department is in the process of preparing a plan to restore mangroves in Ennore Creek where oil spill mitigation activities were progressing, Additional Chief Secretary Supriya Sahu said on Monday, 18 December. The restoration would be taken up with the support of specialised agencies like Centre for Environmental Studies, Anna University, and MS Swaminathan Research Foundation.",https://thesouthfirst.com/tamilnadu/plan-to-restore-mangroves-in-ennore-creek-says-tamil-nadu-forest-department/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The South First,Plan to restore mangroves in Ennore Creek: TN Forest Dept,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702984153917_53.jpg?,https://shrts.in/277JA,600,national,national,IN,10.33,,1702984398000,1970-01-01T00:00:00Z,2023-12-20T11:12:43.429Z,[],[],Oil trapped inside Ennore Creek area,Tap here to read more,https://thesouthfirst.com/tamilnadu/ennore-oil-spill-oil-trapped-inside-chennais-ennore-creek-area-says-coast-guard/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:national,hash:7",[]
national,879,NEWS,pnpuau45-1,bhima-koregaon-bombay-hc-grants-stays-bail-to-gautam-navlakha-1702983945020,NEWS,1,Gaurav Bhargava,"ON Tuesday, the Bombay High Court granted bail to journalist and human rights activist Gautam Navlakha. A division Bench of the high court comprising Justices A.S. Gadkari and Shivkumar Dige, however, stayed the bail Order for three weeks to allow the National Investigation Agency (NIA) to appeal in the Supreme Court.",https://theleaflet.in/bhima-koregaon-bombay-high-court-grants-stays-bail-to-gautam-navlakha/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The Leaflet,"Bhima Koregaon: Bombay HC grants, stays bail to Gautam Navlakha",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702983886832_476.jpg?,https://shrts.in/yurXa,600,"politics, miscellaneous, national","politics, miscellaneous, national",IN,11.37,,1702983945000,1970-01-01T00:00:00Z,2023-12-20T11:05:07.655Z,[],[],To read more,Tap here,https://theleaflet.in/bhima-koregaon-bombay-high-court-grants-stays-bail-to-gautam-navlakha/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:miscellaneous,cat:national,hash:4",[]
national,880,NEWS,hdtfjjc5-1,high-court-overrules-transfer-of-father-with-disabled-son-1702983807894,NEWS,0,Gaurav Bhargava,"No Kerala to Kashmir: Citing UN conventions, HC overrules transfer of father with disabled son. IN a significant order, the Kerala High Court last week held that if child with disability is affected by the transfer of his parents and the transfer in no way is in the best interest of the child, then such transfer will be considered illegal.",https://theleaflet.in/no-kerala-to-kashmir-citing-un-conventions-high-court-overrules-transfer-of-couple-with-disabled-son/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The Leaflet,High Court overrules transfer of father with disabled son,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702983770113_38.jpg?,https://shrts.in/2BDRW,600,"politics, miscellaneous, national","politics, miscellaneous, national",IN,11.37,,1702983807000,1970-01-01T00:00:00Z,2023-12-20T11:02:51.849Z,[],[],To read more,Tap here,https://theleaflet.in/no-kerala-to-kashmir-citing-un-conventions-high-court-overrules-transfer-of-couple-with-disabled-son/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:miscellaneous,cat:national,hash:8",[]
national,881,NEWS,hfpqeld5-1,sc-directs-high-courts-to-expedite-hearing-of-bail-applications-1702983419684,NEWS,1,Gaurav Bhargava,"Last week, the Supreme Court asked high courts across the country to ensure that bail applications are listed at the earliest for hearing, observing that delay in hearing bail matters could be detrimental to the liberty of a person. A two-judge Bench comprising Justices C.T. Ravikumar and Sanjay Kumar passed an Order to this effect. ",https://theleaflet.in/supreme-court-directs-high-courts-to-expedite-hearing-of-bail-applications/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The Leaflet,SC directs high courts to expedite hearing of bail applications,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702983371971_307.jpg?,https://shrts.in/wf4Yr,600,"miscellaneous, national","miscellaneous, national",IN,11.37,,1702983419000,1970-01-01T00:00:00Z,2023-12-20T10:56:24.326Z,[],[],To read more,Tap here,https://theleaflet.in/supreme-court-directs-high-courts-to-expedite-hearing-of-bail-applications/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:miscellaneous,cat:national,hash:9",[]
national,882,NEWS,c3racw6o-1,stalin-seeks-more-funds-from-centre-bjp-calls-out-missingcm-1702983357394,NEWS,0,Fazil Muhammed,"Tamil Nadu Chief Minister MK Stalin has requested additional relief funds from the Centre in the wake of heavy rains and floods in southern Tamil Nadu. Stalin is in Delhi to attend the INDIA bloc meeting and has sought to meet with Prime Minister Modi. The state BJP on X, however, attacked the Chief Minister using the hashtag “MissingCM”.",https://thesouthfirst.com/tamilnadu/cm-stalin-seeks-more-funds-from-centre-bjp-calls-out-missingcm/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,thesouthfirst.com,Stalin seeks more funds from Centre; BJP calls out ‘MissingCM’,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702983299573_489.jpg?,https://shrts.in/nvzNf,600,"politics, national","politics, national",IN,10.559999999999999,,1702983357000,1970-01-01T00:00:00Z,2023-12-20T10:55:20.191Z,[],[],39 places recorded extremely heavy rainfall,Tap here to read more,https://thesouthfirst.com/news/tamil-nadu-floods-about-800-train-passengers-stranded-39-places-recorded-extremely-heavy-rainfall/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:0",[]
national,883,NEWS,dejaa0su-1,cctv-footage-of-hacking-of-real-estate-dealer-to-death-goes-viral-1702982918708,NEWS,1,Shree Lakshmi,"A horrific incident in Hyderabad captured on camera shows seven assailants armed with knives, sickles, and sharp-edged weapons hacking a man to death in Ramchandra Nagar. The victim, identified as Mohammed Tariq Ali Quadri alias Baba Khan, a 40-year-old real estate dealer, was brutally attacked in a lane under the jurisdiction of IS Sadan Police Station on Monday night.",https://newskarnataka.com/more/crime/brutal-murder-caught-on-camera-cctv-footage/19122023?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,News Karnataka,CCTV footage of hacking of real estate dealer to death goes viral ,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702982744806_870.jpg?,https://shrts.in/GNbZd,600,national,miscellaneous,IN,11.37,,1702982918000,1970-01-01T00:00:00Z,2023-12-20T10:46:12.143Z,[],[],Hacking a man to death!,Shocking X video,https://newskarnataka.com/more/crime/brutal-murder-caught-on-camera-cctv-footage/19122023?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:national,hash:7",[]
national,884,NEWS,sddkner6-1,contempt-of-court-order-lands-justice-gangopadhyay-in-controversy-1702982555771,NEWS,0,Gaurav Bhargava,"ON Monday, the Calcutta High Court Bar Association passed a resolution urging the Chief Justice of the high court to withdraw judicial work from Justice Abhijit Gangopadhyay after he sent an advocate to civil prison from open court. Justice Gangopadhyay had declared the advocate, Prosenjit Mukherjee, guilty of contempt of court.",https://theleaflet.in/a-contempt-of-court-order-lands-justice-gangopadhyay-in-a-fresh-controversy/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The Leaflet,Contempt of court Order lands Justice Gangopadhyay in controversy,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702982489749_67.jpg?,https://shrts.in/dvCBi,600,"miscellaneous, national","miscellaneous, national",IN,11.37,,1702982555000,1970-01-01T00:00:00Z,2023-12-20T10:41:57.653Z,[],[],To read more,Tap here,https://theleaflet.in/a-contempt-of-court-order-lands-justice-gangopadhyay-in-a-fresh-controversy/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:miscellaneous,cat:national,hash:9",[]
national,885,NEWS,4uulmbzs-1,work-on-to-rescue-stranded-tn-train-passengers-1702982528765,NEWS,0,Fazil Muhammed,"After about 800 passengers were stranded at Srivaikuntam in southern Tamil Nadu on Monday, 18 December, owing to heavy rains in the region, an official told PTI on Tuesday that the work to rescue them is “going on” and the exercise will be completed as soon as possible. Rain has stopped but inundation is still heavy, affecting return to normalcy.",https://thesouthfirst.com/tamilnadu/work-to-rescue-stranded-tamil-nadu-train-passengers-on-army-pitches-in/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The South First,Work on to rescue stranded TN train passengers,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702982458457_891.jpg?,https://shrts.in/QZiLG,600,national,national,IN,10.33,,1702982528000,1970-01-01T00:00:00Z,2023-12-20T10:41:30.935Z,[],[],39 places recorded extremely heavy rainfall,Tap here to read more,https://thesouthfirst.com/news/tamil-nadu-floods-about-800-train-passengers-stranded-39-places-recorded-extremely-heavy-rainfall/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:national,hash:4",[]
national,886,NEWS,1pue8o5f-1,wayanads-maneater-is-thrissur-zoos-latest-inmate-1702982405503,NEWS,0,Fazil Muhammed,"A 13-year-old tiger captured from Kerala’s Wayanad district on Monday, 18 December, on the suspicion it killed a farmer 11 days ago, is now becoming a member of the newly-developed Thrissur Zoological Park at Puthoor. Park director R Keerthi told South First that the tiger was released into an isolation ward of the zoo on Tuesday morning for observation.",https://thesouthfirst.com/kerala/wayanads-man-eater-becomes-thrissur-zoological-parks-newest-member/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,thesouthfirst.com,Wayanad’s ‘man-eater’ is Thrissur zoo’s latest inmate,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702982344245_857.jpg?,https://shrts.in/FUx3N,600,national,national,IN,10.33,Bengaluru,1702982405000,1970-01-01T00:00:00Z,2023-12-20T10:39:26.792Z,[],[], ‘Man-eater’ of Wayanad captured alive,Tap here to read more,https://thesouthfirst.com/kerala/man-eater-of-wayanad-captured-alive-tension-rises-as-residents-want-the-tiger-killed/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:national,hash:7",[]
national,887,NEWS,rzssug3c-1,111-fresh-covid19-cases-in-kerala-1702982268263,NEWS,1,Fazil Muhammed,"Active Covid-19 cases in Kerala, on Monday, 18 December, rose by 111 to 1,634, according to Union government data. Commencing Saturday, mask-wearing was made compulsory and the police have been instructed to discourage unnecessary gatherings. Health workers have launched a special drive to identify individuals with fever, and those showing Covid symptoms are being placed under observation.",https://thesouthfirst.com/health/covid-19-cases-in-kerala-111-fresh-cases-one-death-reported-on-18-december/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,thesouthfirst.com,111 fresh Covid-19 cases in Kerala,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702982197260_826.jpg?,https://shrts.in/d8Kqq,600,"national, Health___Fitness","national, Health___Fitness",IN,11,,1702982268000,1970-01-01T00:00:00Z,2023-12-20T10:37:06.121Z,[],[], Masks a must for Karnataka senior citizens,Tap here to read more,https://thesouthfirst.com/karnataka/jn-1-covid-variant-karnataka-government-makes-masks-compulsory-for-senior-citizens-people-with-comorbidities/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:national,cat:Health___Fitness,hash:2",[]
national,888,NEWS,sxaayugc-1,doctors-find-chocolate-wrapper-in-lungs-of-8yrold-girl-in-delhi-pic-surfaces-1702982216346,NEWS,0,Shalini Ojha,"Doctors at Delhi's Aakash Healthcare Super Speciality Hospital recently found a chocolate wrapper stuck in the upper bronchus of an eight-year-old girl. She initially developed a cough but later her condition worsened. ""The treatment involved two-step process - the initial bronchoscopy successfully removed the foreign body, while additional intervention addressed its reaction,"" the hospital said.",https://www.hindustantimes.com/cities/delhi-news/doctors-find-chocolate-wrapper-lodged-in-8-year-old-s-bronchus-after-prolonged-pneumonia-101702896077678-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Hindustan Times,Doctors find chocolate wrapper in lungs of 8-yr-old girl in Delhi; pic surfaces,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702980693031_562.jpg?,https://shrts.in/SC7rK,800,"national, Health___Fitness","national, health_and_fitness",IN,13,,1702982216000,1970-01-01T00:00:00Z,2023-12-20T10:35:46.347Z,[],[],The child is currently stable,Tap to know more,https://www.hindustantimes.com/cities/delhi-news/doctors-find-chocolate-wrapper-lodged-in-8-year-old-s-bronchus-after-prolonged-pneumonia-101702896077678-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,cat:Health___Fitness,hash:7,noads:true",[]
national,889,NEWS,yeucibwm-1,pinarayi-defends-gunman-accused-of-assaulting-yc-workers-1702982152465,NEWS,1,Fazil Muhammed,"Kerala CM Pinarayi Vijayan, on Monday, 18 December, defended his gunman, accused of assaulting protesting Youth Congress workers recently, and said he was taking action when the vehicle the CM and other ministers were travelling in was suspected to be under attack. Opposition Congress alleges the security personnel and LDF workers accompanying the Cabinet’s cavalcade had beaten up protesters.",https://thesouthfirst.com/pti/kerala-chief-minister-defends-gunman-accused-of-assaulting-youth-congress-workers/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The South First,Pinarayi defends gunman accused of assaulting YC workers ,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702982107643_622.jpg?,https://shrts.in/aAqUX,600,"politics, national","politics, national",IN,10.559999999999999,,1702982152000,1970-01-01T00:00:00Z,2023-12-20T10:35:16.246Z,[],[],To read more,Tap here ,http://security%20staff%20of%20kerala%20chief%20minister%20attacked%20ksu-youth%20congress%20workers/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:5",[]
national,890,NEWS,8c6prkb0-2,video-shows-rahul-filming-tmc-mps-mimicry-of-dhankhar-vice-president-reacts-1702982072900,NEWS,0,Sakshita Khosla,"TMC MP Kalyan Banerjee, who was suspended for winter session, was seen mimicking Rajya Sabha Chairman and Vice President Jagdeep Dhankhar while Rahul Gandhi filmed it. Banerjee was heard saying, ""My spine is so straight, I'm so tall!"" while mimicking Dhankhar. Reacting to the video, Dhankhar said, ""I can only say, 'May good sense prevail.'...How ridiculous, how shameful, how unacceptable.""",https://www.youtube.com/watch?utm_campaign=fullarticle&v=snbtFgEwI-s&utm_medium=referral&utm_source=inshorts,YouTube,"Video shows Rahul filming TMC MP's mimicry of Dhankhar, Vice President reacts",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702977762127_426.jpg?,https://shrts.in/VHSES,800,"politics, national","national, politics",IN,12.559999999999999,,1702982072000,1970-01-01T00:00:00Z,2023-12-20T10:32:42.73Z,[],[],'There should be some limits',Tap to know what more Dhankhar said,https://www.youtube.com/watch?utm_campaign=fullarticle&v=snbtFgEwI-s&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:politics,cat:national,hash:5,noads:true",[]
national,891,NEWS,rqo2blbr-2,ram-templethemed-necklace-with-5000-diamonds-was-made-in-over-30-days-1702982054012,NEWS,0,Sakshita Khosla,"A necklace paying homage to Ayodhya's Ram Temple, with around 5,000 American diamonds, was recently unveiled by Surat-based diamond merchant Kaushik Kakadiya of Rasesh Jewels. The necklace took around 35 days to be completed, reports said. Pictures and videos of the necklace, which required the involvement of around 40 skilled artisans, were widely shared online.",https://www.timesnownews.com/india/watch-surat-diamond-merchant-makes-necklace-on-ram-temple-theme-using-5000-american-diamonds-article-106101065/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Times Now,"Ram Temple-themed necklace with 5,000 diamonds was made in over 30 days",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702981305682_186.jpg?,https://shrts.in/cgAm5,800,national,national,IN,12.33,,1702982054000,1970-01-01T00:00:00Z,2023-12-20T10:24:59.101Z,[],[],'Necklace not made to be sold',Wanted to gift it to Ram Temple: Kakadiya,https://www.youtube.com/watch?utm_campaign=fullarticle&v=Et9gYCKhF1I&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,hash:1",[]
national,892,NEWS,1i29iqhe-1,india-bloc-meet-seat-sharing-2024-poll-strategy-on-agenda-1702981979636,NEWS,0,Fazil Muhammed,"The INDIA bloc is meeting in New Delhi on Tuesday, 19 December, for a blueprint for a joint campaign, seat sharing and redrawing the strategy to take on the BJP in 2024. Evolving a “core positive agenda” is among the main challenges. The constituents intend to move forward with the theme “Main Nahin, Hum (We, Not Me)” at the meeting.",https://thesouthfirst.com/politics/humbled-congress-assertive-allies-and-doubling-down-on-social-justice-pitch-on-india-bloc-table/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The South First,"INDIA bloc meet: Seat sharing, 2024 poll strategy on agenda",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702981899612_644.jpg?,https://shrts.in/87Apd,600,"politics, national","politics, national",IN,10.559999999999999,"Delhi, Bengaluru, Mumbai",1702981979000,1970-01-01T00:00:00Z,2023-12-20T10:32:23.608Z,[],[],"141 Opposition MPs stand suspended from LS, RS",Tap here to read more,https://thesouthfirst.com/news/141-opposition-mps-stand-suspended-from-lok-sabha-rajya-sabha-this-session/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:8",[]
national,893,NEWS,fozgvme7-1,78-mp-suspensions-in-a-day-something-wrong-somewhere-1702981854756,NEWS,1,Fazil Muhammed,Suspensions and expulsions of MPs is nothing new. Both Houses have rigorous codes of conduct that their Chairs implement strictly. But the issue is the logic of en masses suspensions. Seventy-eight suspensions in a single day is not a record a democratic institution can be proud of. It also raises questions about parliamentary procedures being hijacked by politics of expediency.,https://thesouthfirst.com/opinion/parliament-suspensions-when-posturing-becomes-all-pervasive/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,thesouthfirst.com,78 MP suspensions in a day: Something wrong somewhere,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702981777234_372.jpg?,https://shrts.in/thBji,600,"politics, national","politics, national",IN,10.559999999999999,"Delhi, Bengaluru, Mumbai",1702981854000,1970-01-01T00:00:00Z,2023-12-20T10:30:14.986Z,[],[],"141 Opposition MPs stand suspended from LS, RS",Tap here to read more,https://thesouthfirst.com/news/141-opposition-mps-stand-suspended-from-lok-sabha-rajya-sabha-this-session/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:7",[]
national,894,NEWS,oqqa3zmc-2,morphed-pics-of-respected-pm-modi-brought-to-ls-by-oppn-joshi-1702981786530,NEWS,0,Nidhi Sinha,"Amid ""We want justice"" sloganeering by Opposition MPs in Lok Sabha on Tuesday, Union Minister and BJP MP Pralhad Joshi noted, ""They've brought morphed pictures of respected PM (Narendra Modi)."" He claimed the MPs are ""disrespecting"" the PM and action should be taken against them. ""I condemn this...People who lost the [recently-concluded Assembly] elections are behaving like this,"" Joshi added. ",https://youtu.be/Jgs8L_ypKvU?t=282&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Sansad TV,Morphed pics of respected PM Modi brought to LS by Opp'n: Joshi,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702980030762_806.jpg?,https://shrts.in/M29R9,600,"politics, national","national, politics",IN,10.559999999999999,,1702981786000,1970-01-01T00:00:00Z,2023-12-20T10:01:31.362Z,[],[],'People have accepted PM's leadership',Joshi said,https://youtu.be/Jgs8L_ypKvU?t=282&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:0",[]
national,895,NEWS,6lkhovwm-1,advani-joshi-requested-to-skip-ram-temple-event-trust-1702981151700,NEWS,1,Farida,"Veteran leaders of the Bharatiya Janata Party (BJP), LK Advani and Murli Manohar Joshi, key figures in the Ram temple agitation in Ayodhya, are unlikely to attend the consecration ceremony next month due to health and age considerations, as stated by the Ram Temple Trust in Ayodhya on Monday.",https://newskarnataka.com/india/uttar-pradesh/advani-joshi-requested/19122023?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,newskarnataka.com,"Advani, Joshi Requested to Skip Ram Temple Event: Trust",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/19_tue/img_1702981039835_624.jpg?,https://shrts.in/xupNJ,600,national,national,IN,10.33,,1702981151000,1970-01-01T00:00:00Z,2023-12-20T10:18:35.747Z,[],[],‘mandal puja’ will be conducted from January 24,To Read More,https://newskarnataka.com/india/uttar-pradesh/advani-joshi-requested/19122023?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:national,hash:2",[]
